region_id,next_region,flow,dist_km,weight
0,1,1,0.951573772765738,0.7451261550028886
0,2,0,1.903147543591865,0.5302628168312123
0,3,0,2.8547213105387703,0.3861328606443342
0,4,0,3.8062950716668436,0.281178656368111
0,20,0,1.1119492664455182,0.6902856679958186
0,21,0,1.4634986385894686,0.6139554689962827
0,22,0,2.204091545236416,0.47965068396829724
0,23,0,3.0634955480438917,0.36017502587976435
0,40,0,2.2238985328910363,0.4764943034404335
0,41,0,2.418889457829708,0.446508658934488
0,42,0,2.9269319731809023,0.37694952325811354
0,43,0,3.6184856448140645,0.2993439951010517
0,60,0,3.3358477993365545,0.3289171885465819
0,61,0,3.4688739494474325,0.31465096047899743
1,0,0,0.951573772765738,0.7281914696619138
1,2,0,0.951573772765738,0.7281914696619138
1,3,0,1.903147543591865,0.5302628168312123
1,4,0,2.8547213105387703,0.3861328606443342
1,5,0,3.8062950716668436,0.281178656368111
1,20,0,1.4634986385894686,0.6139554689962827
1,21,0,1.1119492664455182,0.6902856679958186
1,22,0,1.4634986385894686,0.6139554689962827
1,23,0,2.204091545236416,0.47965068396829724
1,24,0,3.0634955480438917,0.36017502587976435
1,40,0,2.418889457829708,0.446508658934488
1,41,0,2.2238985328910363,0.4764943034404335
1,42,0,2.418889457829708,0.446508658934488
1,43,0,2.9269319731809023,0.37694952325811354
1,44,0,3.6184856448140645,0.2993439951010517
1,60,0,3.4688739494474325,0.31465096047899743
1,61,0,3.3358477993365545,0.3289171885465819
1,62,0,3.4688739494474325,0.31465096047899743
2,0,0,1.903147543591865,0.5302628168312123
2,1,0,0.951573772765738,0.7281914696619138
2,3,0,0.951573772765738,0.7281914696619138
2,4,0,1.903147543591865,0.5302628168312123
2,5,0,2.8547213105387703,0.3861328606443342
2,6,0,3.8062950716668436,0.281178656368111
2,20,0,2.204091545236416,0.47965068396829724
2,21,0,1.4634986385894686,0.6139554689962827
2,22,0,1.1119492664455182,0.6902856679958186
2,23,0,1.4634986385894686,0.6139554689962827
2,24,0,2.204091545236416,0.47965068396829724
2,25,0,3.0634955480438917,0.36017502587976435
2,40,0,2.9269319731809023,0.37694952325811354
2,41,0,2.418889457829708,0.446508658934488
2,42,0,2.2238985328910363,0.4764943034404335
2,43,0,2.418889457829708,0.446508658934488
2,44,0,2.9269319731809023,0.37694952325811354
2,45,0,3.6184856448140645,0.2993439951010517
2,61,0,3.4688739494474325,0.31465096047899743
2,62,0,3.3358477993365545,0.3289171885465819
2,63,0,3.4688739494474325,0.31465096047899743
3,0,0,2.8547213105387703,0.3861328606443342
3,1,0,1.903147543591865,0.5302628168312123
3,2,0,0.951573772765738,0.7281914696619138
3,4,0,0.951573772765738,0.7281914696619138
3,5,0,1.903147543591865,0.5302628168312123
3,6,0,2.8547213105387703,0.3861328606443342
3,7,0,3.8062950716668436,0.281178656368111
3,20,0,3.0634955480438917,0.36017502587976435
3,21,0,2.204091545236416,0.47965068396829724
3,22,0,1.4634986385894686,0.6139554689962827
3,23,5,1.1119492664455182,0.7705514433441696
3,24,0,1.4634986385894686,0.6139554689962827
3,25,0,2.204091545236416,0.47965068396829724
3,26,0,3.0634955480438917,0.36017502587976435
3,40,0,3.6184856448140645,0.2993439951010517
3,41,0,2.9269319731809023,0.37694952325811354
3,42,0,2.418889457829708,0.446508658934488
3,43,0,2.2238985328910363,0.4764943034404335
3,44,0,2.418889457829708,0.446508658934488
3,45,0,2.9269319731809023,0.37694952325811354
3,46,0,3.6184856448140645,0.2993439951010517
3,62,0,3.4688739494474325,0.31465096047899743
3,63,0,3.3358477993365545,0.3289171885465819
3,64,0,3.4688739494474325,0.31465096047899743
4,0,0,3.8062950716668436,0.281178656368111
4,1,0,2.8547213105387703,0.3861328606443342
4,2,0,1.903147543591865,0.5302628168312123
4,3,0,0.951573772765738,0.7281914696619138
4,5,0,0.951573772765738,0.7281914696619138
4,6,0,1.903147543591865,0.5302628168312123
4,7,0,2.8547213105387703,0.3861328606443342
4,8,0,3.8062950716668436,0.281178656368111
4,21,0,3.0634955480438917,0.36017502587976435
4,22,0,2.204091545236416,0.47965068396829724
4,23,0,1.4634986385894686,0.6139554689962827
4,24,0,1.1119492664455182,0.6902856679958186
4,25,0,1.4634986385894686,0.6139554689962827
4,26,0,2.204091545236416,0.47965068396829724
4,27,0,3.0634955480438917,0.36017502587976435
4,41,0,3.6184856448140645,0.2993439951010517
4,42,0,2.9269319731809023,0.37694952325811354
4,43,0,2.418889457829708,0.446508658934488
4,44,0,2.2238985328910363,0.4764943034404335
4,45,0,2.418889457829708,0.446508658934488
4,46,0,2.9269319731809023,0.37694952325811354
4,47,0,3.6184856448140645,0.2993439951010517
4,63,0,3.4688739494474325,0.31465096047899743
4,64,0,3.3358477993365545,0.3289171885465819
4,65,0,3.4688739494474325,0.31465096047899743
5,1,0,3.8062950716668436,0.281178656368111
5,2,0,2.8547213105387703,0.3861328606443342
5,3,0,1.903147543591865,0.5302628168312123
5,4,0,0.951573772765738,0.7281914696619138
5,6,0,0.951573772765738,0.7281914696619138
5,7,0,1.903147543591865,0.5302628168312123
5,8,0,2.8547213105387703,0.3861328606443342
5,9,0,3.8062950716668436,0.281178656368111
5,22,0,3.0634955480438917,0.36017502587976435
5,23,0,2.204091545236416,0.47965068396829724
5,24,0,1.4634986385894686,0.6139554689962827
5,25,0,1.1119492664455182,0.6902856679958186
5,26,0,1.4634986385894686,0.6139554689962827
5,27,0,2.204091545236416,0.47965068396829724
5,28,0,3.0634955480438917,0.36017502587976435
5,42,0,3.6184856448140645,0.2993439951010517
5,43,0,2.9269319731809023,0.37694952325811354
5,44,0,2.418889457829708,0.446508658934488
5,45,0,2.2238985328910363,0.4764943034404335
5,46,0,2.418889457829708,0.446508658934488
5,47,0,2.9269319731809023,0.37694952325811354
5,48,0,3.6184856448140645,0.2993439951010517
5,64,0,3.4688739494474325,0.31465096047899743
5,65,0,3.3358477993365545,0.3289171885465819
5,66,0,3.4688739494474325,0.31465096047899743
6,2,0,3.8062950716668436,0.281178656368111
6,3,0,2.8547213105387703,0.3861328606443342
6,4,0,1.903147543591865,0.5302628168312123
6,5,0,0.951573772765738,0.7281914696619138
6,7,16,0.951573772765738,0.9991464351175097
6,8,0,1.903147543591865,0.5302628168312123
