region_id,lon_center,lat_center,Transportation Facilities,Leisure & Entertainment,Companies & Enterprises,Healthcare,Commercial & Residential,Tourist Attractions,Automotive,Life Services,Science & Education & Culture,Shopping & Consumer Goods,Sports & Fitness,Hotels & Accommodations,Financial Institutions,Dining & Cuisine
16,114.065,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,114.075,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,114.085,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,114.095,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,114.105,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,114.115,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,114.125,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,114.135,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,114.145,22.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,113.905,22.515,0.086,0.078,0.037,0.075,0.053,0.058,0.046,0.079,0.08,0.049,0.122,0.056,0.107,0.074
26,113.915,22.515,0.095,0.042,0.092,0.077,0.087,0.027,0.051,0.064,0.052,0.113,0.059,0.109,0.062,0.07
27,113.925,22.515,0.088,0.054,0.028,0.133,0.065,0.019,0.025,0.09,0.085,0.095,0.077,0.079,0.081,0.082
28,113.935,22.515,0.089,0.076,0.029,0.077,0.061,0.037,0.059,0.076,0.053,0.094,0.076,0.014,0.21,0.048
29,113.945,22.515,0.051,0.039,0.016,0.015,0.03,0.49,0.028,0.069,0.02,0.084,0.0,0.007,0.095,0.055
30,113.955,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,113.965,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,113.975,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,113.985,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,113.995,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,114.005,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,114.015,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,114.025,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,114.035,22.515,0.117,0.063,0.03,0.063,0.074,0.199,0.037,0.085,0.055,0.045,0.043,0.076,0.072,0.039
39,114.045,22.515,0.113,0.044,0.051,0.106,0.052,0.033,0.037,0.079,0.181,0.046,0.076,0.021,0.098,0.062
40,114.055,22.515,0.135,0.038,0.052,0.071,0.1,0.05,0.046,0.073,0.068,0.035,0.148,0.084,0.062,0.037
41,114.065,22.515,0.097,0.045,0.01,0.087,0.054,0.059,0.019,0.09,0.042,0.027,0.065,0.257,0.11,0.037
42,114.075,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,114.085,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,114.095,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,114.105,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,114.115,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,114.125,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,114.135,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,114.145,22.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,113.905,22.525,0.071,0.044,0.016,0.064,0.042,0.087,0.134,0.051,0.112,0.035,0.226,0.039,0.028,0.05
51,113.915,22.525,0.072,0.11,0.028,0.083,0.065,0.06,0.052,0.067,0.039,0.077,0.09,0.105,0.051,0.1
52,113.925,22.525,0.076,0.138,0.028,0.079,0.052,0.032,0.036,0.067,0.102,0.097,0.086,0.055,0.078,0.073
53,113.935,22.525,0.064,0.134,0.079,0.044,0.044,0.009,0.034,0.035,0.07,0.045,0.082,0.043,0.257,0.062
54,113.945,22.525,0.126,0.058,0.017,0.05,0.056,0.097,0.038,0.063,0.149,0.027,0.267,0.009,0.013,0.03
55,113.955,22.525,0.076,0.0,0.005,0.047,0.031,0.723,0.026,0.017,0.016,0.003,0.052,0.0,0.0,0.004
56,113.965,22.525,0.152,0.074,0.052,0.014,0.103,0.292,0.031,0.038,0.133,0.009,0.032,0.061,0.0,0.007
57,113.975,22.525,0.174,0.0,0.075,0.0,0.132,0.256,0.027,0.043,0.0,0.016,0.056,0.107,0.105,0.008
58,113.985,22.525,0.071,0.246,0.009,0.076,0.003,0.184,0.064,0.045,0.051,0.054,0.08,0.026,0.028,0.061
59,113.995,22.525,0.139,0.0,0.012,0.271,0.036,0.279,0.12,0.04,0.072,0.014,0.0,0.0,0.0,0.018
60,114.005,22.525,0.083,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,114.015,22.525,0.053,0.027,0.013,0.083,0.041,0.161,0.08,0.072,0.076,0.048,0.093,0.105,0.088,0.059
62,114.025,22.525,0.054,0.127,0.011,0.092,0.069,0.098,0.029,0.096,0.036,0.078,0.036,0.111,0.012,0.15
63,114.035,22.525,0.095,0.068,0.036,0.073,0.08,0.045,0.027,0.077,0.056,0.089,0.103,0.105,0.055,0.091
64,114.045,22.525,0.078,0.084,0.024,0.091,0.061,0.043,0.021,0.086,0.076,0.069,0.103,0.108,0.055,0.101
65,114.055,22.525,0.08,0.09,0.022,0.08,0.068,0.077,0.032,0.083,0.046,0.068,0.077,0.12,0.061,0.095
66,114.065,22.525,0.134,0.076,0.019,0.105,0.075,0.069,0.066,0.074,0.083,0.044,0.07,0.086,0.066,0.034
67,114.075,22.525,0.11,0.0,0.049,0.049,0.085,0.0,0.022,0.07,0.059,0.042,0.155,0.241,0.083,0.034
68,114.085,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,114.095,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,114.105,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,114.115,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,114.125,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,114.135,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,114.145,22.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,113.905,22.535,0.102,0.039,0.017,0.117,0.061,0.055,0.066,0.088,0.137,0.049,0.077,0.028,0.113,0.053
76,113.915,22.535,0.065,0.083,0.022,0.139,0.048,0.034,0.025,0.076,0.064,0.092,0.064,0.115,0.067,0.107
77,113.925,22.535,0.075,0.064,0.044,0.059,0.103,0.116,0.052,0.061,0.12,0.035,0.073,0.059,0.108,0.029
78,113.935,22.535,0.114,0.036,0.123,0.014,0.112,0.048,0.036,0.024,0.181,0.015,0.073,0.113,0.083,0.029
79,113.945,22.535,0.111,0.028,0.196,0.027,0.082,0.035,0.04,0.031,0.093,0.024,0.066,0.035,0.187,0.045
80,113.955,22.535,0.124,0.121,0.072,0.069,0.092,0.06,0.0,0.026,0.062,0.02,0.234,0.017,0.073,0.031
81,113.965,22.535,0.035,0.038,0.009,0.052,0.019,0.482,0.009,0.058,0.035,0.05,0.064,0.044,0.04,0.066
82,113.975,22.535,0.03,0.031,0.009,0.029,0.027,0.631,0.006,0.025,0.023,0.024,0.057,0.042,0.045,0.02
83,113.985,22.535,0.028,0.033,0.008,0.009,0.019,0.772,0.003,0.016,0.027,0.008,0.035,0.013,0.02,0.01
84,113.995,22.535,0.078,0.0,0.025,0.036,0.046,0.417,0.17,0.037,0.048,0.016,0.056,0.032,0.029,0.009
85,114.005,22.535,0.129,0.02,0.082,0.046,0.057,0.065,0.059,0.046,0.059,0.029,0.068,0.04,0.257,0.043
86,114.015,22.535,0.071,0.096,0.094,0.034,0.036,0.016,0.076,0.044,0.063,0.029,0.121,0.023,0.256,0.041
87,114.025,22.535,0.06,0.097,0.119,0.04,0.054,0.015,0.042,0.053,0.056,0.04,0.075,0.096,0.191,0.062
88,114.035,22.535,0.145,0.135,0.009,0.124,0.068,0.053,0.068,0.066,0.021,0.037,0.116,0.119,0.022,0.017
89,114.045,22.535,0.071,0.171,0.033,0.059,0.048,0.02,0.024,0.061,0.071,0.072,0.107,0.044,0.168,0.05
90,114.055,22.535,0.037,0.097,0.05,0.042,0.027,0.017,0.046,0.065,0.039,0.062,0.059,0.024,0.364,0.071
91,114.065,22.535,0.07,0.081,0.051,0.091,0.069,0.005,0.037,0.076,0.071,0.056,0.063,0.157,0.114,0.058
92,114.075,22.535,0.078,0.095,0.031,0.098,0.072,0.05,0.035,0.089,0.053,0.086,0.054,0.073,0.064,0.122
93,114.085,22.535,0.103,0.064,0.018,0.122,0.102,0.054,0.039,0.096,0.061,0.074,0.063,0.085,0.044,0.077
94,114.095,22.535,0.091,0.17,0.064,0.084,0.069,0.1,0.064,0.07,0.082,0.044,0.073,0.019,0.041,0.029
95,114.105,22.535,0.173,0.036,0.024,0.062,0.146,0.071,0.046,0.075,0.083,0.041,0.062,0.109,0.029,0.046
96,114.115,22.535,0.126,0.069,0.025,0.094,0.077,0.031,0.028,0.079,0.039,0.063,0.046,0.218,0.066,0.039
97,114.125,22.535,0.205,0.0,0.009,0.044,0.145,0.0,0.242,0.076,0.0,0.052,0.098,0.063,0.0,0.066
98,114.135,22.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,114.145,22.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,113.905,22.545,0.073,0.043,0.042,0.073,0.048,0.068,0.205,0.069,0.142,0.07,0.089,0.014,0.035,0.029
101,113.915,22.545,0.062,0.071,0.032,0.073,0.047,0.231,0.044,0.067,0.071,0.059,0.056,0.102,0.025,0.061
